Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12662,2022-05-12,0.0033389741,0.0329958182,0.0362024761,21,100
Market-Adjusted Model,12666,2022-05-12,-0.001085881,0.0273221537,0.0317776206,21,100
Market-Adjusted Model,12668,2022-05-12,0.0016058173,0.0300101972,0.0344693193,21,100
Market-Adjusted Model,12672,2022-05-12,-0.012304248,0.0163230636,0.020559254,21,100
Market-Adjusted Model,12673,2022-05-12,0.015737352,0.0468707403,0.048600854,21,100
Market-Adjusted Model,12675,2022-05-12,0.00868774,0.0373928251,0.041551242,21,100
Market-Adjusted Model,12676,2022-05-12,0.0042442324,0.0329974338,0.0371077344,21,100
Market-Adjusted Model,12680,2022-05-12,0.2624999297,0.2895387694,0.2953634318,21,100
Market-Adjusted Model,12681,2022-05-12,-0.171525919,-0.152747909,-0.138662417,21,100
Market-Adjusted Model,12684,2022-05-12,0.0243572792,0.0601849611,0.0572207813,21,100
Market-Adjusted Model,12690,2022-05-12,-0.097205319,-0.068619952,-0.064341817,21,100
Market-Adjusted Model,12693,2022-05-12,-0.132562269,-0.108831879,-0.099698767,21,100
Market-Adjusted Model,12697,2022-05-12,-0.009771974,0.0289184902,0.0230915283,21,100
Market-Adjusted Model,12699,2022-05-12,-0.040852565,0.0260587469,-0.007989063,21,100
Market-Adjusted Model,12717,2022-05-12,-0.052353474,-0.017482565,-0.019489972,21,100
Market-Adjusted Model,12741,2022-05-12,0.0987460937,0.1260277195,0.1316095957,21,100
Market-Adjusted Model,12745,2022-05-12,-0.072115378,-0.040969987,-0.039251876,21,100
Market-Adjusted Model,12747,2022-05-12,-0.039493272,-0.009217584,-0.00662977,21,100
Market-Adjusted Model,12748,2022-05-12,-0.078435227,-0.052301821,-0.045571725,21,100
Market-Adjusted Model,12751,2022-05-12,0.102427328,0.1697457567,0.1352908301,21,100
Market-Adjusted Model,12753,2022-05-12,-0.033002714,-0.003232604,-0.000139212,21,100
Market-Adjusted Model,12754,2022-05-12,-0.011622692,0.0269702021,0.0212408099,21,100
Market-Adjusted Model,12756,2022-05-12,-0.063680885,-0.023199788,-0.030817383,21,100
Market-Adjusted Model,12758,2022-05-12,0.0008340475,0.0117142646,0.0125754764,2,100
Market-Adjusted Model,12759,2022-05-12,-0.023908544,0.0063109025,0.0089549583,21,100
Market-Adjusted Model,12781,2022-05-12,0.049443957,0.0788611291,0.082307459,21,100
Market-Adjusted Model,12783,2022-05-12,0.0424685028,0.073476297,0.0753320049,21,100
Market-Adjusted Model,12786,2022-05-12,-0.009406113,0.0339120784,0.0234573887,21,100
Market-Adjusted Model,12788,2022-05-12,0.1226277541,0.1767288054,0.1554912562,21,100
Market-Adjusted Model,12789,2022-05-12,-0.33506595,-0.316247286,-0.302202448,21,100
Market-Adjusted Model,12796,2022-05-12,-0.208133949,-0.166181455,-0.175270447,21,100
Market-Adjusted Model,12799,2022-05-12,,,,21,100
Market-Adjusted Model,12826,2022-05-12,0.0118903701,0.0488120065,0.0447538722,21,100
Market-Adjusted Model,12828,2022-05-12,0.1009549499,0.1321259027,0.133818452,21,100
Market-Adjusted Model,12832,2022-05-12,0.0016925062,0.0302611237,0.0345560083,21,100
Market-Adjusted Model,12839,2022-05-12,0.0779566352,0.114285385,0.1108201372,21,100
Market-Adjusted Model,12840,2022-05-12,-0.309652156,-0.304498805,-0.276788654,21,100
Market-Adjusted Model,12841,2022-05-12,-0.002972256,0.0276166123,0.0298912463,21,100
Market-Adjusted Model,12842,2022-05-12,0.008955274,0.0391337032,0.041818776,21,100
Market-Adjusted Model,12844,2022-05-12,0.0284332802,0.058809989,0.0612967822,21,100
Market-Adjusted Model,12847,2022-05-12,0.0203449966,0.0511633417,0.0532084987,21,100
Market-Adjusted Model,12852,2022-05-12,-0.01702866,0.0285533028,0.0158348417,21,100
Market-Adjusted Model,12867,2022-05-12,0.0111505274,0.0420236357,0.0440140295,21,100
Market-Adjusted Model,12868,2022-05-12,-0.039295014,-0.007685433,-0.006431512,21,100
Market-Adjusted Model,12870,2022-05-12,-0.000501162,0.0278950056,0.0323623404,21,100
Market-Adjusted Model,12871,2022-05-12,-0.040390855,0.0004762834,-0.007527353,21,100
Market-Adjusted Model,12872,2022-05-12,0.1469510394,0.171054182,0.1798145415,21,100
Market-Adjusted Model,12874,2022-05-12,0.0048249183,0.0336203984,0.0376884204,21,100
Market-Adjusted Model,12875,2022-05-12,-0.009622094,0.0224142478,0.0232414083,21,100
Market-Adjusted Model,12876,2022-05-12,0.0059845799,0.0383290042,0.0388480819,21,100
Market-Adjusted Model,12877,2022-05-12,-0.18627449,-0.156488142,-0.153410988,21,100
Market-Adjusted Model,12880,2022-05-12,0.1871951202,0.2178544173,0.2200586222,21,100
Market-Adjusted Model,12885,2022-05-12,-0.045808993,-0.014679472,-0.01294549,21,100
Market-Adjusted Model,12886,2022-05-12,0.2324929824,0.2493760151,0.2653564845,21,100
Market-Adjusted Model,12890,2022-05-12,0.0285714007,0.0773150722,0.0614349028,21,100
Market-Adjusted Model,12895,2022-05-12,0.0399729094,0.0706853768,0.0728364114,21,100
Market-Adjusted Model,12899,2022-05-12,0.024158721,0.0534814401,0.0570222231,21,100
Market-Adjusted Model,12902,2022-05-12,0.0038869124,0.0328042083,0.0367504145,21,100
Market-Adjusted Model,12904,2022-05-12,0.0055266636,0.0341321832,0.0383901656,21,100
Market-Adjusted Model,12905,2022-05-12,0.0123460123,0.0490197471,0.0452095143,21,100
Market-Adjusted Model,12912,2022-05-12,0.0631278852,0.1382954124,0.0959913872,21,100
Market-Adjusted Model,12913,2022-05-12,-0.052248926,-0.012023666,-0.019385424,21,100
Market-Adjusted Model,12919,2022-05-12,-0.119031458,-0.0880764,-0.086167956,21,100
Market-Adjusted Model,12920,2022-05-12,-0.166878925,-0.142555203,-0.134015423,21,100
Market-Adjusted Model,12923,2022-05-12,-0.103808019,-0.06677797,-0.070944517,21,100
Market-Adjusted Model,12927,2022-05-12,0.0172413079,0.0740497889,0.0501048099,21,100
Market-Adjusted Model,12948,2022-05-12,-0.034525222,-0.004304264,-0.00166172,21,100
Market-Adjusted Model,12949,2022-05-12,-0.034896593,-0.004362144,-0.002033091,21,100
Market-Adjusted Model,12953,2022-05-12,0.0183727523,0.0501759282,0.0512362544,21,100
Market-Adjusted Model,12961,2022-05-12,0.545454446,0.4920340491,0.5783179481,21,100
Market-Adjusted Model,12974,2022-05-12,0.0601689485,0.0911528504,0.0930324506,21,100
Market-Adjusted Model,12975,2022-05-12,-0.020608364,0.012021266,0.0122551382,21,100
Market-Adjusted Model,12978,2022-05-12,0.046777085,0.0784197275,0.0796405871,21,100
Market-Adjusted Model,12979,2022-05-12,0.002637038,0.0311346551,0.0355005401,21,100
Market-Adjusted Model,12980,2022-05-12,-0.003067768,0.0256045302,0.029795734,21,100
Market-Adjusted Model,12981,2022-05-12,-0.040841376,-0.001503476,-0.007977874,21,100
Market-Adjusted Model,12982,2022-05-12,0.0237389236,0.0782659542,0.0566024257,21,100
Market-Adjusted Model,12991,2022-05-12,0.0240119834,0.0535292827,0.0568754855,21,100
Market-Adjusted Model,12994,2022-05-12,-0.062466832,-0.031218949,-0.029603329,21,100
Market-Adjusted Model,12996,2022-05-12,0.0075404732,0.0360475779,0.0404039753,21,100
Market-Adjusted Model,12997,2022-05-12,-0.042004876,-0.00789237,-0.009141374,21,100
Market-Adjusted Model,12998,2022-05-12,-0.083734231,-0.047555004,-0.050870729,21,100
Market-Adjusted Model,12999,2022-05-12,-0.069456552,-0.037686732,-0.03659305,21,100
Market-Adjusted Model,13000,2022-05-12,0.0435706545,0.0723873299,0.0764341565,21,100
Market-Adjusted Model,13001,2022-05-12,0.0451197745,0.0783740041,0.0779832765,21,100
Market-Adjusted Model,13002,2022-05-12,-0.004340278,0.0252448538,0.0285232241,21,100
Market-Adjusted Model,13006,2022-05-12,-0.007751932,0.0224533755,0.0251115705,21,100
Market-Adjusted Model,13007,2022-05-12,-0.042642648,-0.013194736,-0.009779146,21,100
Market-Adjusted Model,13016,2022-05-12,0.001696223,0.0330471045,0.0345597251,21,100
Market-Adjusted Model,13019,2022-05-12,0.1507951341,0.1778466941,0.1836586361,21,100
Market-Adjusted Model,13023,2022-05-12,-0.003404223,0.0254707509,0.0294592786,21,100
Market-Adjusted Model,13024,2022-05-12,-0.026611443,0.0028579149,0.0062520595,21,100
Market-Adjusted Model,13025,2022-05-12,-0.019336024,0.0099124196,0.0135274776,21,100
Market-Adjusted Model,13026,2022-05-12,-0.008765501,0.0207855979,0.024098001,21,100
Market-Adjusted Model,13027,2022-05-12,-0.025157297,0.0055869735,0.0077062048,21,100
Market-Adjusted Model,13029,2022-05-12,0.0045472804,0.0446859358,0.0374107825,21,100
Market-Adjusted Model,13030,2022-05-12,-0.149859139,-0.037820352,-0.116995637,21,100
Market-Adjusted Model,13031,2022-05-12,-0.387999998,-0.364617854,-0.355136496,21,100
Market-Adjusted Model,13032,2022-05-12,0.3146067312,0.4084318316,0.3474702332,21,100
Market-Adjusted Model,13033,2022-05-12,0.0156433901,0.0464413875,0.0485068922,21,100
Market-Adjusted Model,13034,2022-05-12,0.0761248771,0.109202314,0.1089883792,21,100
Market-Adjusted Model,13035,2022-05-12,0.0259497805,0.0635136367,0.0588132825,21,100
Market-Adjusted Model,13038,2022-05-12,-0.045839457,0.0064444635,-0.012975955,21,100
Market-Adjusted Model,13046,2022-05-12,-0.063758524,-0.014917559,-0.030895022,21,100
Market-Adjusted Model,13076,2022-05-12,-0.041493768,-0.011665034,-0.008630266,21,100
Market-Adjusted Model,13079,2022-05-12,0.3884094624,0.3663512756,0.4212729644,21,100
Market-Adjusted Model,13084,2022-05-12,-0.008638685,0.0208049062,0.0242248168,21,100
Market-Adjusted Model,13085,2022-05-12,-0.036006685,0.0037237731,-0.003143183,21,100
Market-Adjusted Model,13089,2022-05-12,0.0234940492,0.0548040253,0.0563575513,21,100
Market-Adjusted Model,13092,2022-05-12,0.0244282698,0.0573174147,0.0572917719,21,100
Market-Adjusted Model,13102,2022-05-12,-0.042592579,-0.012722337,-0.009729077,21,100
Market-Adjusted Model,13103,2022-05-12,-0.018898836,0.0262210573,0.0139646656,21,100
Market-Adjusted Model,13105,2022-05-12,0.0610799562,0.0968354064,0.0939434583,21,100
Market-Adjusted Model,13107,2022-05-12,-0.700355555,-1.033264884,-0.667492053,21,100
Market-Adjusted Model,13108,2022-05-12,-0.189853607,-0.111965883,-0.156990105,21,100
Market-Adjusted Model,13111,2022-05-12,-0.123287711,-0.097227236,-0.090424209,21,100
Market-Adjusted Model,13114,2022-05-12,-0.016579122,0.0233055007,0.0162843804,21,100
Market-Adjusted Model,13116,2022-05-12,0.2482352362,0.2664148378,0.2810987383,21,100
Market-Adjusted Model,13122,2022-05-12,-0.003745329,0.0295770922,0.0291181733,21,100
Market-Adjusted Model,13124,2022-05-12,0.0439289756,0.1095015536,0.0767924776,21,100
Market-Adjusted Model,13126,2022-05-12,-0.024463389,0.0088625945,0.008400113,21,100
Market-Adjusted Model,13129,2022-05-12,0.1080828496,0.1447155994,0.1409463516,21,100
Market-Adjusted Model,13130,2022-05-12,0.0184001384,0.0483836968,0.0512636404,21,100
Market-Adjusted Model,13131,2022-05-12,-0.103436609,-0.07296165,-0.070573107,21,100
Market-Adjusted Model,13132,2022-05-12,0.0383279902,0.0778381517,0.0711914922,21,100
Market-Adjusted Model,13137,2022-05-12,0.0048789122,0.033275617,0.0377424142,21,100
Market-Adjusted Model,13138,2022-05-12,-0.000502582,0.0278945753,0.0323609202,21,100
Market-Adjusted Model,13142,2022-05-12,-0.032679729,0.0236740009,0.0001837732,21,100
Market-Adjusted Model,13159,2022-05-12,-0.194857125,-0.158900148,-0.161993623,21,100
Market-Adjusted Model,13168,2022-05-12,-0.01448712,0.0406772255,0.0183763816,21,100
Market-Adjusted Model,13169,2022-05-12,-0.016230962,0.0563073577,0.0532579592,17,100
Market-Adjusted Model,13176,2022-05-12,-0.041075436,-0.011888739,-0.008211934,21,100
Market-Adjusted Model,13180,2022-05-12,-0.025380747,0.0196740575,0.007482755,21,100
Market-Adjusted Model,13181,2022-05-12,-0.088349292,-0.05462298,-0.05548579,21,100
Market-Adjusted Model,13182,2022-05-12,-0.018404395,0.0136895246,0.0144591066,21,100
Market-Adjusted Model,13188,2022-05-12,0.0911402273,0.1219188521,0.1240037293,21,100
Market-Adjusted Model,13189,2022-05-12,-0.007563715,0.0218468385,0.0252997874,21,100
Market-Adjusted Model,13190,2022-05-12,-0.002325572,0.0273319531,0.0305379305,21,100
Market-Adjusted Model,13193,2022-05-12,-0.034685901,-0.003877811,-0.001822399,21,100
Market-Adjusted Model,13196,2022-05-12,0.1234782671,0.1559565693,0.1563417691,21,100
Market-Adjusted Model,13198,2022-05-12,-0.116345605,-0.090771796,-0.083482103,21,100
Market-Adjusted Model,13201,2022-05-12,0.0040903144,0.0324976325,0.0369538165,21,100
Market-Adjusted Model,13202,2022-05-12,-0.17880794,-0.126776905,-0.145944438,21,100
Market-Adjusted Model,13206,2022-05-12,-0.06423617,-0.027360539,-0.031372668,21,100
Market-Adjusted Model,13210,2022-05-12,0.2100291474,0.2463618174,0.2428926494,21,100
Market-Adjusted Model,13211,2022-05-12,0.0086142877,0.0417051562,0.0414777898,21,100
Market-Adjusted Model,13214,2022-05-12,0.0013888679,0.0377115328,0.03425237,21,100
Market-Adjusted Model,13217,2022-05-12,-0.025555883,0.0163869512,0.007307619,21,100
Market-Adjusted Model,13219,2022-05-12,-0.07371859,-0.045773767,-0.040855087,21,100
Market-Adjusted Model,13220,2022-05-12,-0.009366441,0.0219747916,0.0234970612,21,100
Market-Adjusted Model,13221,2022-05-12,0.0569404171,0.0916774406,0.0898039191,21,100
Market-Adjusted Model,13228,2022-05-12,0.0333500214,0.0630023923,0.0662135234,21,100
Market-Adjusted Model,13229,2022-05-12,-0.001986075,0.0287667263,0.0308774267,21,100
Market-Adjusted Model,13230,2022-05-12,-0.051386625,-0.014320076,-0.018523123,21,100
Market-Adjusted Model,13233,2022-05-12,-0.064400754,-0.031892178,-0.031537252,21,100
Market-Adjusted Model,13234,2022-05-12,0.1321348493,0.159211998,0.1649983514,21,100
Market-Adjusted Model,13235,2022-05-12,-0.027922099,0.0047841073,0.0049414034,21,100
Market-Adjusted Model,13236,2022-05-12,-0.000660853,0.0338938675,0.032202649,21,100
Market-Adjusted Model,13240,2022-05-12,0.0023171452,0.0309081453,0.0351806473,21,100
Market-Adjusted Model,13241,2022-05-12,0.0140265925,0.0429242835,0.0468900946,21,100
Market-Adjusted Model,13242,2022-05-12,-0.001719839,0.026865038,0.0311436635,21,100
Market-Adjusted Model,13244,2022-05-12,0.1646796954,0.1985912692,0.1975431975,21,100
Market-Adjusted Model,13245,2022-05-12,-0.067252274,-0.039470149,-0.034388772,21,100
Market-Adjusted Model,13246,2022-05-12,0.0257801881,0.0561446943,0.0586436902,21,100
Market-Adjusted Model,13249,2022-05-12,0.1073605767,0.1427608397,0.1402240787,21,100
Market-Adjusted Model,13252,2022-05-12,-0.015784455,0.0161503798,0.0170790474,21,100
Market-Adjusted Model,13253,2022-05-12,-4.211518E-9,0.0469325014,0.0328634978,21,100
Market-Adjusted Model,13254,2022-05-12,-0.016311788,0.0125230645,0.0165517144,21,100
Market-Adjusted Model,13260,2022-05-12,0.0316742103,0.0700213509,0.0645377124,21,100
Market-Adjusted Model,13262,2022-05-12,0.1740954279,0.237950724,0.2069589299,21,100
Market-Adjusted Model,13265,2022-05-12,-0.289548916,-0.286903062,-0.256685414,21,100
Market-Adjusted Model,13268,2022-05-12,0.0016098437,0.0332646394,0.0344733458,21,100
Market-Adjusted Model,13273,2022-05-12,0.0092257862,0.0378522114,0.0420892883,21,100
Market-Adjusted Model,13278,2022-05-12,0.0073345042,0.0407539733,0.0401980063,21,100
Market-Adjusted Model,13279,2022-05-12,-0.284124985,-0.277710995,-0.251261483,21,100
Market-Adjusted Model,13284,2022-05-12,0.0809993348,0.1100415703,0.1138628368,21,100
Market-Adjusted Model,13286,2022-05-12,0.1461406152,0.1736558469,0.1790041173,21,100
Market-Adjusted Model,13293,2022-05-12,-0.039083691,-0.004358522,-0.006220189,21,100
Market-Adjusted Model,13296,2022-05-12,-0.040388227,-0.012104782,-0.007524725,21,100
Market-Adjusted Model,13300,2022-05-12,-0.001396416,0.027237929,0.0314670864,21,100
Market-Adjusted Model,13301,2022-05-12,0.0291578901,0.0729888853,0.0620213921,21,100
Market-Adjusted Model,13302,2022-05-12,0.0942982396,0.1249603242,0.1271617416,21,100
Market-Adjusted Model,13303,2022-05-12,0.2077922245,0.2283371753,0.2406557265,21,100
Market-Adjusted Model,13305,2022-05-12,-0.142775297,-0.119009263,-0.109911794,21,100
Market-Adjusted Model,13308,2022-05-12,0.0006676582,0.0293754193,0.0335311603,21,100
Market-Adjusted Model,13310,2022-05-12,0.0083815299,0.0383614638,0.041245032,21,100
Market-Adjusted Model,13315,2022-05-12,0.2472221832,0.2794031079,0.2800856852,21,100
Market-Adjusted Model,13318,2022-05-12,-0.087050788,-0.050048231,-0.054187286,21,100
Market-Adjusted Model,13321,2022-05-12,-0.105209372,-0.067496451,-0.07234587,21,100
Market-Adjusted Model,13322,2022-05-12,-0.004537234,0.0241826675,0.0283262682,21,100
Market-Adjusted Model,13323,2022-05-12,0.0788726707,0.1395118999,0.1117361727,21,100
Market-Adjusted Model,13324,2022-05-12,-0.138157928,-0.096546172,-0.105294426,21,100
Market-Adjusted Model,13325,2022-05-12,-0.012237708,0.0298824104,0.0206257944,21,100
Market-Adjusted Model,13326,2022-05-12,0.0243143325,0.0608153312,0.0571778346,21,100
Market-Adjusted Model,13328,2022-05-12,0.0448296525,0.1243949223,0.0776931545,21,100
Market-Adjusted Model,13332,2022-05-12,-0.038663183,-0.002638205,-0.005799681,21,100
Market-Adjusted Model,13337,2022-05-12,0.1070918573,0.1449280979,0.1399553593,21,100
Market-Adjusted Model,13341,2022-05-12,0.0557955073,0.0875197562,0.0886590093,21,100
Market-Adjusted Model,13343,2022-05-12,-0.079012346,-0.035183586,-0.046148844,21,100
Market-Adjusted Model,13344,2022-05-12,-0.017959773,0.0144462573,0.014903729,21,100
Market-Adjusted Model,13345,2022-05-12,-0.002395837,0.0266089703,0.0304676653,21,100
Market-Adjusted Model,13348,2022-05-12,0.0062432122,0.0353018674,0.0391067143,21,100
Market-Adjusted Model,13350,2022-05-12,-0.087378622,-0.052813328,-0.05451512,21,100
Market-Adjusted Model,13351,2022-05-12,-0.005264408,0.025916054,0.0275990937,21,100
Market-Adjusted Model,13353,2022-05-12,0.0632561063,0.0931634136,0.0961196083,21,100
Market-Adjusted Model,13356,2022-05-12,0.2010669972,0.2201188111,0.2339304993,21,100
Market-Adjusted Model,13357,2022-05-12,-0.034870217,-0.005731668,-0.002006715,21,100
Market-Adjusted Model,13360,2022-05-12,0.0232710297,0.0537110334,0.0561345317,21,100
Market-Adjusted Model,13361,2022-05-12,0.0003021472,0.0293853985,0.0331656493,21,100
Market-Adjusted Model,13364,2022-05-12,0.0001248675,0.0297373457,0.0329883695,21,100
Market-Adjusted Model,13366,2022-05-12,0.0072028622,0.0378769935,0.0400663642,21,100
Market-Adjusted Model,13369,2022-05-12,0.0396825037,0.085183483,0.0725460058,21,100
Market-Adjusted Model,13375,2022-05-12,0.1167434301,0.156038463,0.1496069321,21,100
Market-Adjusted Model,13376,2022-05-12,0.2785387638,0.2998706967,0.3114022659,21,100
Market-Adjusted Model,13379,2022-05-12,-0.169245799,-0.117067022,-0.136382297,21,100
Market-Adjusted Model,13380,2022-05-12,-0.039855086,-0.00898505,-0.006991584,21,100
Market-Adjusted Model,13382,2022-05-12,-0.022325949,0.0150806912,0.0105375529,21,100
Market-Adjusted Model,13386,2022-05-12,-0.010689809,0.0180144104,0.0221736932,21,100
Market-Adjusted Model,13387,2022-05-12,0.0152084449,0.044683044,0.048071947,21,100
Market-Adjusted Model,13393,2022-05-12,-0.035956403,-0.006868343,-0.003092901,21,100
Market-Adjusted Model,13395,2022-05-12,0.0600891527,0.0966619629,0.0929526548,21,100
Market-Adjusted Model,13399,2022-05-12,0.0265589558,0.0698400447,0.0594224579,21,100
Market-Adjusted Model,13401,2022-05-12,-0.125000041,-0.088468836,-0.092136539,21,100
Market-Adjusted Model,13403,2022-05-12,-0.10576509,-0.063251183,-0.072901588,21,100
Market-Adjusted Model,13405,2022-05-12,0.0094114772,0.0522815357,0.0422749792,21,100
Market-Adjusted Model,13407,2022-05-12,0.0953415844,0.1473344908,0.1282050864,21,100
Market-Adjusted Model,13410,2022-05-12,-0.025559083,0.0089087875,0.0073044189,21,100
Market-Adjusted Model,13411,2022-05-12,-0.124087561,-0.081878647,-0.091224059,21,100
